SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO_TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude
UNITEL_MuseumInn / Living room,d0:96:fb:a1:1c:b7,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",42:12.9,45:00.6,Infrastructure,Unknown,80,-64,UNITEL_MuseumInn / Living room,d0:96:fb:a1:1c:b7,-74,2412,102.13593961767236,19.88475516914556
CHALIYA Boutiqeu Garden..,24:43:e2:92:4d:f1,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,157,0,0,"6,9,12,18,24,36,48,54",,42:17.3,44:25.8,Infrastructure,Unknown,62,-72,CHALIYA Boutiqeu Garden..,24:43:e2:92:4d:f1,-78,5785,102.135596152478,19.884418275679188
PILOTPRIORITY6,a4:a9:30:17:35:c3,Unknown,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",42:19.8,44:34.0,Infrastructure,Unknown,75,-67,PILOTPRIORITY6,a4:a9:30:17:35:c3,-70,2427,102.135596152478,19.884418275679188
CHALIYA Boutiqeu Garden..,24:43:e2:92:4d:f0,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",42:22.0,44:25.8,Infrastructure,Unknown,62,-72,CHALIYA Boutiqeu Garden..,24:43:e2:92:4d:f0,-65,2452,102.135596152478,19.884418275679188
PILOTPRIORITY,a4:a9:30:17:4d:8c,Unknown,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",42:24.5,44:36.3,Infrastructure,Unknown,80,-64,PILOTPRIORITY,a4:a9:30:17:4d:8c,-71,2427,102.135596152478,19.884418275679188
BuaLuang1,ac:99:29:72:6e:e8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,42:27.0,44:52.4,Infrastructure,Unknown,57,-74,BuaLuang1,ac:99:29:72:6e:e8,-80,5180,102.135596152478,19.884418275679188
DIRECT-9E-EPSON-70B6FF,e2:bb:9e:70:36:ff,Unknown,0,WPA2-Personal,CCMP,802.11n,6,0,0,"6,9,12,18,24,36,48,54",,42:27.0,44:55.0,Infrastructure,Unknown,82,-61,DIRECT-9E-EPSON-70B6FF,e2:bb:9e:70:36:ff,-84,2437,102.135596152478,19.884418275679188
memory,5c:92:5e:0c:75:ac,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,5,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",42:27.0,45:14.6,Infrastructure,Unknown,87,-51,memory,5c:92:5e:0c:75:ac,-59,2432,102.135596152478,19.884418275679188
Luangprabang SPORT,b4:04:21:87:79:10,zte corporation,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",42:35.1,44:58.1,Infrastructure,Unknown,85,-56,Luangprabang SPORT,b4:04:21:87:79:10,-75,2452,102.135596152478,19.884418275679188
Kham Khuong,cc:29:bd:68:9a:22,zte corporation,0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",42:35.1,45:00.6,Infrastructure,Unknown,85,-55,Kham Khuong,cc:29:bd:68:9a:22,-81,2422,102.13593961767236,19.88475516914556
MuseumInn,70:85:c4:bc:fe:64,"Ruijie Networks Co.,LTD",0,WPA2-Personal,CCMP,802.11ac,52,0,0,"6,9,12,18,24,36,48,54",,42:41.7,44:52.4,Infrastructure,Unknown,60,-73,MuseumInn,70:85:c4:bc:fe:64,-82,5260,102.135596152478,19.884418275679188
PPP3,e8:f6:54:7e:c8:1d,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,48,0,0,"6,9,12,18,24,36,48,54",,42:44.0,45:17.4,Infrastructure,Unknown,67,-70,PPP3,e8:f6:54:7e:c8:1d,-69,5240,102.13593961767236,19.88475516914556
UNITEL_Vililion 2,5c:92:5e:b7:13:24,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,4,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",42:48.6,45:26.2,Infrastructure,Unknown,70,-69,UNITEL_Vililion 2,5c:92:5e:b7:13:24,-64,2427,102.13631679700283,19.88495629999943
SAKURA,6c:14:6e:70:aa:44,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,42:55.4,45:14.6,Infrastructure,Unknown,33,-82,SAKURA,6c:14:6e:70:aa:44,-93,2447,102.13593961767236,19.88475516914556
PPP3,e8:f6:54:7e:c8:18,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,4,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,42:55.4,45:08.5,Infrastructure,Unknown,57,-74,PPP3,e8:f6:54:7e:c8:18,-77,2427,102.13593961767236,19.88475516914556
Unitel,b4:04:21:87:d8:aa,zte corporation,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",43:03.7,45:14.6,Infrastructure,Unknown,65,-71,Unitel,b4:04:21:87:d8:aa,-62,2437,102.13593961767236,19.88475516914556
Wood House,14:eb:b6:bd:1d:11,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",43:06.1,45:14.6,Infrastructure,Unknown,38,-80,Wood House,14:eb:b6:bd:1d:11,-87,2457,102.13593961767236,19.88475516914556
Mano Reception,24:28:fd:7c:cd:40,"Hangzhou Hikvision Digital Technology Co.,Ltd.",0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",43:06.1,45:38.7,Infrastructure,Unknown,90,-47,Mano Reception,24:28:fd:7c:cd:40,-69,2442,102.13631679700283,19.88495629999943
Pavilion A,b4:04:21:87:91:10,zte corporation,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",43:08.5,45:35.7,Infrastructure,Unknown,86,-53,Pavilion A,b4:04:21:87:91:10,-61,2427,102.13631679700283,19.88495629999943
UNITEL_Pavilion B,5c:92:5e:c7:35:1c,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",43:14.8,45:14.6,Infrastructure,Unknown,31,-83,UNITEL_Pavilion B,5c:92:5e:c7:35:1c,-71,2437,102.13631679700283,19.88495629999943
Thavisouk,28:87:ba:f5:1d:37,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",43:14.8,45:14.6,Infrastructure,Unknown,65,-71,Thavisouk,28:87:ba:f5:1d:37,-84,2417,102.13631679700283,19.88495629999943
HUAWEI-2.4G-T5P4,04:e7:95:3c:62:e4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,43:21.3,46:13.0,Infrastructure,Unknown,88,-50,HUAWEI-2.4G-T5P4,04:e7:95:3c:62:e4,-62,2462,102.13664059233234,19.885247923621847
phailin reception,b8:d6:f6:35:a2:64,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,43:23.6,46:03.2,Infrastructure,Unknown,82,-60,phailin reception,b8:d6:f6:35:a2:64,-75,5745,102.13631679700283,19.88495629999943
SOUDALIN 2_Minimart,f4:28:54:04:e9:d4,Unknown,0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",43:39.9,47:00.8,Infrastructure,Unknown,80,-65,SOUDALIN 2_Minimart,f4:28:54:04:e9:d4,-68,2452,102.13664059233234,19.885247923621847
DAM,b8:d6:f6:45:3d:c4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,43:43.8,46:51.0,Infrastructure,Unknown,85,-56,DAM,b8:d6:f6:45:3d:c4,-71,2452,102.13692779673408,19.8853797230586
HUAWEI-5G-T5P4,04:e7:95:3c:62:e8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,43:43.8,46:06.7,Infrastructure,Unknown,81,-63,HUAWEI-5G-T5P4,04:e7:95:3c:62:e8,-61,5745,102.13664059233234,19.885247923621847
Lacker,6c:14:6e:70:3e:b4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,43:47.7,47:32.9,Infrastructure,Unknown,83,-58,Lacker,6c:14:6e:70:3e:b4,-55,5745,102.13692779673408,19.8853797230586
Timeless,14:eb:b6:bd:1e:0b,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",43:51.6,45:56.4,Infrastructure,Unknown,67,-70,Timeless,14:eb:b6:bd:1e:0b,-89,2417,102.13631679700283,19.88495629999943
SOUDALIN_Minimart,9c:65:ee:3d:a1:a7,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",43:51.6,46:47.8,Infrastructure,Unknown,65,-71,SOUDALIN_Minimart,9c:65:ee:3d:a1:a7,-77,2462,102.13664059233234,19.885247923621847
Ms ViMon,f4:28:53:f3:bb:20,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",43:55.6,46:38.4,Infrastructure,Unknown,83,-58,Ms ViMon,f4:28:53:f3:bb:20,-72,2412,102.13664059233234,19.885247923621847
Harry,f4:28:53:ca:1b:04,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",43:55.6,45:49.7,Infrastructure,Unknown,81,-62,Harry,f4:28:53:ca:1b:04,-64,2412,102.13664059233234,19.885247923621847
Lacker,6c:14:6e:70:3e:b0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,43:59.8,47:00.8,Infrastructure,Unknown,82,-61,Lacker,6c:14:6e:70:3e:b0,-61,2427,102.13664059233234,19.885247923621847
Autsalin,cc:29:bd:68:4e:2c,zte corporation,0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",43:59.8,45:56.4,Infrastructure,Unknown,70,-69,Autsalin,cc:29:bd:68:4e:2c,-67,2422,102.13664059233234,19.885247923621847
KAVY_DESSERT_plus,cc:d8:43:36:71:52,Unknown,0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",44:02.2,46:06.7,Infrastructure,Unknown,70,-69,KAVY_DESSERT_plus,cc:d8:43:36:71:52,-68,2432,102.13664059233234,19.885247923621847
enhypen,b8:d6:f6:45:2d:60,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,44:02.2,46:53.7,Infrastructure,Unknown,87,-52,enhypen,b8:d6:f6:45:2d:60,-75,5745,102.13692779673408,19.8853797230586
TECNO POP 5 LTE,de:c0:96:64:02:10,Unknown,0,OWE,CCMP,802.11ac,7,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",44:04.8,45:56.4,Infrastructure,Unknown,70,-69,TECNO POP 5 LTE,de:c0:96:64:02:10,-69,2442,102.13664059233234,19.885247923621847
Bounteu,f4:28:53:c9:f7:a0,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,9,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",44:07.1,46:35.0,Infrastructure,Unknown,86,-53,Bounteu,f4:28:53:c9:f7:a0,-49,2452,102.13664059233234,19.885247923621847
Anna1191,e4:3e:c6:4f:18:18,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,44:11.8,46:51.0,Infrastructure,Unknown,72,-68,Anna1191,e4:3e:c6:4f:18:18,-74,2422,102.13717608023708,19.88568483808036
DAM,b8:d6:f6:45:3d:c8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,44:14.9,46:56.8,Infrastructure,Unknown,82,-61,DAM,b8:d6:f6:45:3d:c8,-67,5745,102.13692779673408,19.8853797230586
Justice,28:87:ba:f5:4e:36,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",44:14.9,47:27.8,Infrastructure,Unknown,70,-69,Justice,28:87:ba:f5:4e:36,-88,2427,102.13631679700283,19.88495629999943
LPB,64:2c:ac:d3:83:6c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,44:23.4,46:56.8,Infrastructure,Unknown,53,-75,LPB,64:2c:ac:d3:83:6c,-73,5180,102.13692779673408,19.8853797230586
MK,24:43:e2:92:3a:a0,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",44:23.4,46:51.0,Infrastructure,Unknown,72,-68,MK,24:43:e2:92:3a:a0,-78,2442,102.13692779673408,19.8853797230586
TOUY,5c:92:5e:0c:77:04,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",44:27.8,46:22.3,Infrastructure,Unknown,29,-84,TOUY,5c:92:5e:0c:77:04,-78,2462,102.13664059233234,19.885247923621847
Salala 5G,2a:53:4e:46:c3:a8,Unknown,0,WPA2-Personal,CCMP,802.11ax,36,0,0,"6,9,12,18,24,36,48,54",,44:36.3,46:41.7,Infrastructure,Unknown,33,-82,Salala 5G,2a:53:4e:46:c3:a8,-84,5180,102.13692779673408,19.8853797230586
BANCH0NG_1,14:4d:67:54:cc:84,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",44:36.3,47:27.8,Infrastructure,Unknown,82,-60,BANCH0NG_1,14:4d:67:54:cc:84,-65,2462,102.13871015391182,19.886727818239656
enhypen,b8:d6:f6:45:2d:5c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,44:39.1,46:47.8,Infrastructure,Unknown,86,-54,enhypen,b8:d6:f6:45:2d:5c,-73,2452,102.13717608023708,19.88568483808036
Namo Shop,f0:9b:b8:da:71:68,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,44:41.6,47:06.4,Infrastructure,Unknown,82,-60,Namo Shop,f0:9b:b8:da:71:68,-57,2412,102.13717608023708,19.88568483808036
Saiyhoung,24:43:e2:92:7b:79,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,157,0,0,"6,9,12,18,24,36,48,54",,44:41.6,46:41.7,Infrastructure,Unknown,78,-66,Saiyhoung,24:43:e2:92:7b:79,-85,5785,102.13664059233234,19.885247923621847
TF-LPB,e4:fa:c4:72:e9:f2,Big Field Global PTE. Ltd.,0,WPA2-Personal,CCMP,802.11ac,48,0,0,"6,9,12,18,24,36,48,54",,44:47.4,47:03.4,Infrastructure,Unknown,80,-64,TF-LPB,e4:fa:c4:72:e9:f2,-71,5240,102.13717608023708,19.88568483808036
L1,d8:38:0d:62:c1:56,"SHENZHEN IP-COM Network Co.,Ltd",0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,44:52.4,47:48.4,Infrastructure,Unknown,46,-77,L1,d8:38:0d:62:c1:56,-79,5200,102.13753489757724,19.88586609039386
LuangPrabangCenterHotel,d8:38:0d:62:c1:54,"SHENZHEN IP-COM Network Co.,Ltd",0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,44:52.4,47:48.4,Infrastructure,Unknown,53,-75,LuangPrabangCenterHotel,d8:38:0d:62:c1:54,-78,5200,102.13753489757724,19.88586609039386
TF-LPB,e4:fa:c4:72:e9:f0,Big Field Global PTE. Ltd.,0,WPA2-Personal,CCMP,802.11ac,6,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",44:55.0,46:51.0,Infrastructure,Unknown,78,-66,TF-LPB,e4:fa:c4:72:e9:f0,-73,2437,102.13717608023708,19.88568483808036
YTT,b8:85:7b:8b:74:d4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,44:55.0,46:47.8,Infrastructure,Unknown,35,-81,YTT,b8:85:7b:8b:74:d4,-68,2432,102.13717608023708,19.88568483808036
BV,d8:59:82:37:45:54,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,44:55.0,47:41.2,Infrastructure,Unknown,65,-71,BV,d8:59:82:37:45:54,-82,5180,102.13717608023708,19.88568483808036
UNITEL_GPON_927A48,24:43:e2:92:7a:50,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",44:55.0,47:51.3,Infrastructure,Unknown,81,-63,UNITEL_GPON_927A48,24:43:e2:92:7a:50,-74,2427,102.13753489757724,19.88586609039386
Namo Shop,f0:9b:b8:da:71:6c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,44:55.0,47:06.4,Infrastructure,Unknown,84,-57,Namo Shop,f0:9b:b8:da:71:6c,-55,5745,102.13717608023708,19.88568483808036
YTT,b8:85:7b:8b:74:d9,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,40,0,0,"6,9,12,18,24,36,48,54",,44:58.1,47:21.1,Infrastructure,Unknown,29,-84,YTT,b8:85:7b:8b:74:d9,-76,5200,102.13717608023708,19.88568483808036
LuangPrabangCenterHotel,d8:38:0d:5c:7d:44,"SHENZHEN IP-COM Network Co.,Ltd",0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,45:00.6,48:09.6,Infrastructure,Unknown,80,-64,LuangPrabangCenterHotel,d8:38:0d:5c:7d:44,-67,5200,102.13753489757724,19.88586609039386
Fern,98:1a:35:83:fa:00,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,45:03.1,47:21.1,Infrastructure,Unknown,65,-71,Fern,98:1a:35:83:fa:00,-79,5745,102.13717608023708,19.88568483808036
L2,d8:38:0d:5c:7d:46,"SHENZHEN IP-COM Network Co.,Ltd",0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,45:03.1,48:09.6,Infrastructure,Unknown,81,-63,L2,d8:38:0d:5c:7d:46,-66,5200,102.13753489757724,19.88586609039386
UNITEL_GPON_927A48,24:43:e2:92:7a:51,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,157,0,0,"6,9,12,18,24,36,48,54",,45:05.6,48:01.3,Infrastructure,Unknown,60,-73,UNITEL_GPON_927A48,24:43:e2:92:7a:51,-84,5785,102.13717608023708,19.88568483808036
LTC,98:1a:35:ca:9f:08,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,45:05.6,48:09.6,Infrastructure,Unknown,80,-64,LTC,98:1a:35:ca:9f:08,-77,5745,102.13717608023708,19.88568483808036
BANCHONG_WIFI,38:bc:01:45:4f:f8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",45:05.6,47:48.4,Infrastructure,Unknown,83,-59,BANCHONG_WIFI,38:bc:01:45:4f:f8,-72,2462,102.13717608023708,19.88568483808036
BV,d8:59:82:37:45:50,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,45:05.6,47:21.1,Infrastructure,Unknown,81,-63,BV,d8:59:82:37:45:50,-71,2417,102.13717608023708,19.88568483808036
LuangPrabangCenterHotel,d8:38:0d:64:4d:dc,"SHENZHEN IP-COM Network Co.,Ltd",0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,45:08.5,47:37.1,Infrastructure,Unknown,22,-87,LuangPrabangCenterHotel,d8:38:0d:64:4d:dc,-85,5200,102.13753489757724,19.88586609039386
Boutsawat Massage&Spa,5c:92:5e:0c:91:34,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",45:14.6,47:48.4,Infrastructure,Unknown,62,-72,Boutsawat Massage&Spa,5c:92:5e:0c:91:34,-82,2412,102.13795621642376,19.886150841083168
Villa  kiengkham,d0:96:fb:77:21:4f,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",45:17.4,48:07.7,Infrastructure,Unknown,70,-69,Villa  kiengkham,d0:96:fb:77:21:4f,-81,2462,102.13717608023708,19.88568483808036
Soutikone,24:43:e2:91:89:89,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,48,0,0,"6,9,12,18,24,36,48,54",,45:23.1,47:48.4,Infrastructure,Unknown,43,-78,Soutikone,24:43:e2:91:89:89,-80,5240,102.13753489757724,19.88586609039386
Thee,24:43:e2:92:16:89,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,157,0,0,"6,9,12,18,24,36,48,54",,45:23.1,47:32.9,Infrastructure,Unknown,57,-74,Thee,24:43:e2:92:16:89,-68,5785,102.13753489757724,19.88586609039386
Thee,24:43:e2:92:16:88,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",45:23.1,47:27.8,Infrastructure,Unknown,83,-58,Thee,24:43:e2:92:16:88,-67,2442,102.13753489757724,19.88586609039386
Tourist Police Department,24:43:e2:91:b4:c9,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,161,0,0,"6,9,12,18,24,36,48,54",,45:26.2,48:02.8,Infrastructure,Unknown,81,-62,Tourist Police Department,24:43:e2:91:b4:c9,-72,5805,102.13753489757724,19.88586609039386
TP-LINK_48BC,d4:6e:0e:ad:48:bc,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",45:26.2,47:21.1,Infrastructure,Unknown,60,-73,TP-LINK_48BC,d4:6e:0e:ad:48:bc,-74,2457,102.13753489757724,19.88586609039386
Khao,cc:29:bd:68:75:86,zte corporation,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",45:26.2,48:07.7,Infrastructure,Unknown,89,-48,Khao,cc:29:bd:68:75:86,-75,2437,102.13795621642376,19.886150841083168
Myhouse,6c:14:6e:f8:27:e0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,45:26.2,47:32.9,Infrastructure,Unknown,81,-62,Myhouse,6c:14:6e:f8:27:e0,-63,5745,102.13753489757724,19.88586609039386
Myhouse,6c:14:6e:f8:27:dc,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,45:26.2,47:48.4,Infrastructure,Unknown,81,-62,Myhouse,6c:14:6e:f8:27:dc,-65,2417,102.13753489757724,19.88586609039386
Myhouse,48:f8:b3:ce:0f:b7,"Cisco-Linksys, LLC",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,45:32.7,47:41.2,Infrastructure,Unknown,83,-59,Myhouse,48:f8:b3:ce:0f:b7,-78,5745,102.13753489757724,19.88586609039386
Tourist Police Department,24:43:e2:91:b4:c8,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",45:32.7,47:48.4,Infrastructure,Unknown,91,-44,Tourist Police Department,24:43:e2:91:b4:c8,-62,2447,102.13753489757724,19.88586609039386
LuangPrabangCenterHotel,d8:38:0d:64:4d:d9,"SHENZHEN IP-COM Network Co.,Ltd",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",45:35.7,47:30.1,Infrastructure,Unknown,46,-77,LuangPrabangCenterHotel,d8:38:0d:64:4d:d9,-86,2462,102.13717608023708,19.88568483808036
VISOUN ELECTRONIC,14:46:58:e7:76:ec,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,45:38.7,47:51.3,Infrastructure,Unknown,72,-68,VISOUN ELECTRONIC,14:46:58:e7:76:ec,-66,2417,102.13795621642376,19.886150841083168
VISOUN ELECTRONIC,14:46:58:e7:76:f0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,45:38.7,48:01.3,Infrastructure,Unknown,83,-58,VISOUN ELECTRONIC,14:46:58:e7:76:f0,-75,5745,102.13795621642376,19.886150841083168
LuangPrabangCenterHotel,d8:38:0d:5d:0e:2c,"SHENZHEN IP-COM Network Co.,Ltd",0,WPA2-Personal,CCMP,802.11ac,40,0,0,"6,9,12,18,24,36,48,54",,45:38.7,47:43.2,Infrastructure,Unknown,81,-63,LuangPrabangCenterHotel,d8:38:0d:5d:0e:2c,-81,5200,102.13753489757724,19.88586609039386
Tourist Police Department,24:43:e2:91:b6:d0,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",45:38.7,47:51.3,Infrastructure,Unknown,83,-58,Tourist Police Department,24:43:e2:91:b6:d0,-68,2447,102.13753489757724,19.88586609039386
