SSID,BSSID,MANUFACTURER,HIGHEST SIGNAL W/GPS,AUTHENTICATION,ENCRYPTION,RADIO_TYPE,CHANNEL,LATITUDE,LONGITUDE,BTX,OTX,FIRST SEEN(UTC),LAST SEEN(UTC),NETWORK TYPE,LABEL, HIGHEST SIGNAL, HIGHEST RSSI,name,network_id,signal,frequency,longitude,latitude
63EEC6-G3010series,fa:a2:6d:63:ee:c6,Unknown,0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",04:30.0,06:19.9,Infrastructure,Unknown,20,-88,63EEC6-G3010series,fa:a2:6d:63:ee:c6,-90,2422,102.13326693922984,19.889501808421556
wifi@avani+,44:31:92:ba:cf:02,Hewlett Packard,0,Open,,802.11n,108,0,0,"6,9,12,18,24,36,48,54",,05:23.0,07:50.8,Infrastructure,Unknown,29,-84,wifi@avani+,44:31:92:ba:cf:02,-89,5540,102.13364490696311,19.88925497307845
wifi@avani+,78:48:59:15:bf:31,Hewlett Packard,0,Open,,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",05:23.0,08:32.5,Infrastructure,Unknown,85,-55,wifi@avani+,78:48:59:15:bf:31,-59,2412,102.13313822830064,19.88872905073834
wifi@avani+,44:31:92:1f:b2:b0,Hewlett Packard,0,Open,,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",05:23.0,08:20.1,Infrastructure,Unknown,46,-77,wifi@avani+,44:31:92:1f:b2:b0,-72,2437,102.13313822830064,19.88872905073834
AVANI@Function,78:48:59:15:bf:30,Hewlett Packard,0,Open,,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",05:23.0,08:18.6,Infrastructure,Unknown,81,-63,AVANI@Function,78:48:59:15:bf:30,-52,2412,102.13313822830064,19.88872905073834
AVANI@Function,44:31:92:1f:b2:b3,Hewlett Packard,0,Open,,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",05:23.0,07:50.8,Infrastructure,Unknown,62,-72,AVANI@Function,44:31:92:1f:b2:b3,-73,2437,102.13313822830064,19.88872905073834
AVANI@Function,44:31:92:ba:ca:b2,Hewlett Packard,0,Open,,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",05:23.0,07:21.0,Infrastructure,Unknown,40,-79,AVANI@Function,44:31:92:ba:ca:b2,-74,2462,102.13338689596782,19.889116275978505
wifi@avani+,44:31:92:ba:ca:b1,Hewlett Packard,0,Open,,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",05:45.7,07:50.8,Infrastructure,Unknown,72,-68,wifi@avani+,44:31:92:ba:ca:b1,-75,2462,102.13338689596782,19.889116275978505
AVANI@Function,44:31:92:ba:ca:a2,Hewlett Packard,0,Open,,802.11n,149,0,0,"6,9,12,18,24,36,48,54",,05:45.7,07:45.9,Infrastructure,Unknown,43,-78,AVANI@Function,44:31:92:ba:ca:a2,-85,5745,102.13338689596782,19.889116275978505
AVANI@Function,44:31:92:ba:cf:01,Hewlett Packard,0,Open,,802.11n,108,0,0,"6,9,12,18,24,36,48,54",,05:45.7,07:50.8,Infrastructure,Unknown,26,-85,AVANI@Function,44:31:92:ba:cf:01,-90,5540,102.13364490696311,19.88925497307845
TCC-HH-MFG,18:0f:76:2f:31:e0,D-Link International,0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",05:45.7,07:45.9,Infrastructure,Unknown,26,-85,TCC-HH-MFG,18:0f:76:2f:31:e0,-87,2462,102.13313822830064,19.88872905073834
TCC-HH-MFG,54:b8:0a:2d:0b:a0,D-Link International,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",05:45.7,07:45.9,Infrastructure,Unknown,46,-77,TCC-HH-MFG,54:b8:0a:2d:0b:a0,-82,2437,102.13313822830064,19.88872905073834
Tui savatphone,f4:28:53:c7:54:24,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",05:45.7,07:40.6,Infrastructure,Unknown,33,-82,Tui savatphone,f4:28:53:c7:54:24,-67,2412,102.13313822830064,19.88872905073834
Momototo,44:00:4d:7e:ac:24,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,9,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,05:45.7,07:40.6,Infrastructure,Unknown,26,-85,Momototo,44:00:4d:7e:ac:24,-91,2452,102.13338689596782,19.889116275978505
SONOS-STREAM,78:48:59:15:bd:70,Hewlett Packard,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",05:45.7,08:18.6,Infrastructure,Unknown,78,-66,SONOS-STREAM,78:48:59:15:bd:70,-66,2462,102.13313822830064,19.88872905073834
wifi@avani+,44:31:92:1f:b2:a0,Hewlett Packard,0,Open,,802.11n,100,0,0,"6,9,12,18,24,36,48,54",,06:07.9,08:07.0,Infrastructure,Unknown,20,-88,wifi@avani+,44:31:92:1f:b2:a0,-84,5500,102.13313822830064,19.88872905073834
AVANI@Function,44:31:92:1f:b2:a3,Hewlett Packard,0,Open,,802.11n,100,0,0,"6,9,12,18,24,36,48,54",,06:07.9,08:07.0,Infrastructure,Unknown,18,-89,AVANI@Function,44:31:92:1f:b2:a3,-85,5500,102.13313822830064,19.88872905073834
AVANI@Function,78:48:59:45:48:30,Hewlett Packard,0,Open,,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",06:07.9,08:12.6,Infrastructure,Unknown,83,-59,AVANI@Function,78:48:59:45:48:30,-84,2462,102.13313822830064,19.88872905073834
wifi@avani+,44:31:92:b3:69:81,Hewlett Packard,0,Open,,802.11n,60,0,0,"6,9,12,18,24,36,48,54",,06:13.9,08:07.0,Infrastructure,Unknown,24,-86,wifi@avani+,44:31:92:b3:69:81,-88,5300,102.13313822830064,19.88872905073834
JomaHX1,a4:2b:b0:d8:8a:38,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",06:25.1,06:58.5,Infrastructure,Unknown,83,-51,JomaHX1,a4:2b:b0:d8:8a:38,-56,2457,102.13285241643165,19.888451881729168
wifi@avani+,44:31:92:b3:d4:90,Hewlett Packard,0,Open,,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",06:26.2,08:27.4,Infrastructure,Unknown,83,-58,wifi@avani+,44:31:92:b3:d4:90,-86,2437,102.13313822830064,19.88872905073834
DontordertheYoghurt,b4:75:0e:82:70:b4,Belkin International Inc.,0,Open,,802.11n,10,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",06:26.2,08:53.7,Infrastructure,Unknown,38,-80,DontordertheYoghurt,b4:75:0e:82:70:b4,-73,2457,102.13285241643165,19.888451881729168
Nalin,6c:14:6e:71:f5:80,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,06:32.6,08:31.2,Infrastructure,Unknown,60,-73,Nalin,6c:14:6e:71:f5:80,-75,5745,102.13285241643165,19.888451881729168
P.N Computer,9c:65:ee:3e:62:27,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",06:32.6,09:06.2,Infrastructure,Unknown,65,-71,P.N Computer,9c:65:ee:3e:62:27,-82,2422,102.13285241643165,19.888451881729168
Wytse,5e:92:3e:40:a0:ef,Unknown,0,WPA2-Personal,CCMP,802.11ac,2,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",06:38.1,08:31.2,Infrastructure,Unknown,65,-71,Wytse,5e:92:3e:40:a0:ef,-71,2417,102.13285241643165,19.888451881729168
Laos Freedom,4c:d6:29:bf:60:ed,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ax,36,0,0,"6,9,12,18,24,36,48,54",,06:42.2,09:29.0,Infrastructure,Unknown,46,-77,Laos Freedom,4c:d6:29:bf:60:ed,-77,5180,102.13204392338812,19.88776443799583
Laos Freedom,4c:d6:29:bf:60:e8,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,11,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,06:54.8,09:46.8,Infrastructure,Unknown,80,-64,Laos Freedom,4c:d6:29:bf:60:e8,-69,2462,102.13239871900213,19.88815470664064
Mala,14:4d:67:67:f7:44,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",06:58.5,09:51.3,Infrastructure,Unknown,85,-55,Mala,14:4d:67:67:f7:44,-52,2412,102.13204392338812,19.88776443799583
Chansy,24:43:e2:32:96:9f,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",06:58.5,08:53.7,Infrastructure,Unknown,38,-80,Chansy,24:43:e2:32:96:9f,-83,2437,102.13239871900213,19.88815470664064
Pavinamlbmdeag,ec:c0:1b:99:16:9c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,07:08.9,09:06.2,Infrastructure,Unknown,72,-68,Pavinamlbmdeag,ec:c0:1b:99:16:9c,-72,2437,102.13239871900213,19.88815470664064
Pavinamlbmdeag,ec:c0:1b:99:16:a0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,07:08.9,09:16.3,Infrastructure,Unknown,35,-81,Pavinamlbmdeag,ec:c0:1b:99:16:a0,-79,5180,102.13239871900213,19.88815470664064
LAOS123,d8:59:82:36:c9:88,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,07:08.9,09:24.1,Infrastructure,Unknown,26,-85,LAOS123,d8:59:82:36:c9:88,-83,2432,102.13204392338812,19.88776443799583
Soutthiphone,b8:d6:f6:35:33:58,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,07:08.9,09:46.8,Infrastructure,Unknown,62,-72,Soutthiphone,b8:d6:f6:35:33:58,-81,2437,102.13204392338812,19.88776443799583
LWPNLXS,72:42:d3:81:86:f8,Unknown,0,WPA2-Personal,CCMP,802.11ax,116,0,0,"6,9,12,18,24,36,48,54",,07:08.9,09:24.1,Infrastructure,Unknown,31,-83,LWPNLXS,72:42:d3:81:86:f8,-87,5580,102.13204392338812,19.88776443799583
LWPNLXS,70:42:d3:11:86:f8,"Ruijie Networks Co.,LTD",0,WPA2-Personal,CCMP,802.11ax,13,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",07:08.9,09:29.0,Infrastructure,Unknown,50,-76,LWPNLXS,70:42:d3:11:86:f8,-75,2472,102.13204392338812,19.88776443799583
LAOS123,d8:59:82:36:c9:8c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,07:21.0,09:18.2,Infrastructure,Unknown,38,-80,LAOS123,d8:59:82:36:c9:8c,-84,5180,102.13204392338812,19.88776443799583
13888533538,bc:b0:e7:bf:04:c4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,07:21.0,10:23.6,Infrastructure,Unknown,62,-72,13888533538,bc:b0:e7:bf:04:c4,-78,2422,102.13204392338812,19.88776443799583
Soutthiphone,b8:d6:f6:35:33:5c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,07:21.0,09:43.1,Infrastructure,Unknown,65,-71,Soutthiphone,b8:d6:f6:35:33:5c,-74,5745,102.13204392338812,19.88776443799583
ETL,d8:59:82:37:c2:0c,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,07:21.0,09:24.1,Infrastructure,Unknown,20,-88,ETL,d8:59:82:37:c2:0c,-85,5180,102.13204392338812,19.88776443799583
LYD LPB,60:d7:55:e4:02:58,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,07:32.1,09:44.9,Infrastructure,Unknown,46,-77,LYD LPB,60:d7:55:e4:02:58,-77,5745,102.13204392338812,19.88776443799583
Samlarn,80:af:ca:21:32:a0,"Shenzhen Cudy Technology Co., Ltd.",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",07:32.1,10:54.0,Infrastructure,Unknown,75,-67,Samlarn,80:af:ca:21:32:a0,-81,2462,102.1315245482088,19.88711574120064
Fer Namphou,b4:04:21:87:ae:44,zte corporation,0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",07:32.1,10:41.8,Infrastructure,Unknown,82,-60,Fer Namphou,b4:04:21:87:ae:44,-66,2447,102.1315245482088,19.88711574120064
Silver_Smith,f4:28:53:e9:87:40,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",07:43.1,10:01.7,Infrastructure,Unknown,33,-82,Silver_Smith,f4:28:53:e9:87:40,-93,2412,102.13167681066894,19.88742487595745
Na,b0:8b:92:76:23:38,zte corporation,0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",07:45.9,10:38.8,Infrastructure,Unknown,72,-68,Na,b0:8b:92:76:23:38,-78,2432,102.13167681066894,19.88742487595745
Samlarn,80:af:ca:21:32:a2,"Shenzhen Cudy Technology Co., Ltd.",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,08:08.9,10:38.8,Infrastructure,Unknown,53,-75,Samlarn,80:af:ca:21:32:a2,-84,5745,102.1315245482088,19.88711574120064
Angsana,70:85:c4:d0:6d:d7,"Ruijie Networks Co.,LTD",0,Open,,802.11ax,1,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",08:27.4,11:01.6,Infrastructure,Unknown,67,-70,Angsana,70:85:c4:d0:6d:d7,-93,2412,102.13167681066894,19.88742487595745
Angsana,72:85:c4:80:6d:d7,Unknown,0,Open,,802.11ax,116,0,0,"6,9,12,18,24,36,48,54",,08:32.5,10:52.4,Infrastructure,Unknown,62,-72,Angsana,72:85:c4:80:6d:d7,-84,5580,102.1315245482088,19.88711574120064
Angsana,72:85:c4:8e:6d:02,Unknown,0,Open,,802.11ax,104,0,0,"6,9,12,18,24,36,48,54",,08:34.8,10:52.4,Infrastructure,Unknown,67,-70,Angsana,72:85:c4:8e:6d:02,-91,5520,102.13160814589315,19.886896096136148
Gaspard,98:da:c4:07:7b:0d,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",08:34.8,10:30.1,Infrastructure,Unknown,20,-88,Gaspard,98:da:c4:07:7b:0d,-84,2437,102.1315245482088,19.88711574120064
Angsana,70:85:c4:ce:6d:02,"Ruijie Networks Co.,LTD",0,Open,,802.11ax,6,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",08:46.0,10:52.4,Infrastructure,Unknown,57,-74,Angsana,70:85:c4:ce:6d:02,-83,2437,102.13160814589315,19.886896096136148
Angsana,72:85:c4:80:6d:dc,Unknown,0,Open,,802.11ax,116,0,0,"6,9,12,18,24,36,48,54",,08:49.0,11:15.0,Infrastructure,Unknown,43,-78,Angsana,72:85:c4:80:6d:dc,-77,5580,102.13160814589315,19.886896096136148
Angsana,72:85:c4:80:6d:0f,Unknown,0,Open,,802.11ax,100,0,0,"6,9,12,18,24,36,48,54",,08:52.1,11:15.0,Infrastructure,Unknown,67,-70,Angsana,72:85:c4:80:6d:0f,-74,5500,102.13160814589315,19.886896096136148
Angsana,72:85:c4:80:6d:14,Unknown,0,Open,,802.11ax,108,0,0,"6,9,12,18,24,36,48,54",,08:55.2,10:54.0,Infrastructure,Unknown,31,-83,Angsana,72:85:c4:80:6d:14,-87,5540,102.13160814589315,19.886896096136148
Angsana,70:85:c4:d0:6d:0f,"Ruijie Networks Co.,LTD",0,Open,,802.11ax,6,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",08:55.2,11:06.2,Infrastructure,Unknown,78,-66,Angsana,70:85:c4:d0:6d:0f,-70,2437,102.13160814589315,19.886896096136148
Angsana,72:85:c4:80:6c:ce,Unknown,0,Open,,802.11ax,108,0,0,"6,9,12,18,24,36,48,54",,08:59.3,11:15.0,Infrastructure,Unknown,78,-66,Angsana,72:85:c4:80:6c:ce,-73,5540,102.13160814589315,19.886896096136148
Angsana,72:85:c4:80:6d:b9,Unknown,0,Open,,802.11ax,100,0,0,"6,9,12,18,24,36,48,54",,08:59.3,11:19.1,Infrastructure,Unknown,78,-66,Angsana,72:85:c4:80:6d:b9,-81,5500,102.13160814589315,19.886896096136148
Angsana,70:85:c4:d0:6d:b9,"Ruijie Networks Co.,LTD",0,Open,,802.11ax,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",09:06.2,11:09.0,Infrastructure,Unknown,78,-66,Angsana,70:85:c4:d0:6d:b9,-63,2462,102.13160814589315,19.886896096136148
Toh Ratanatai,b0:8b:92:75:86:06,zte corporation,0,WPA2-Personal,CCMP,802.11n,5,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",09:10.8,12:31.0,Infrastructure,Unknown,62,-72,Toh Ratanatai,b0:8b:92:75:86:06,-79,2432,102.13214873571371,19.886439385307007
Rattanakon,24:43:e2:91:ec:e0,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",09:24.1,11:50.8,Infrastructure,Unknown,80,-64,Rattanakon,24:43:e2:91:ec:e0,-65,2427,102.13214873571371,19.886439385307007
Rattanakon,24:43:e2:91:ec:e1,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,09:24.1,11:45.2,Infrastructure,Unknown,40,-79,Rattanakon,24:43:e2:91:ec:e1,-80,5180,102.13214873571371,19.886439385307007
Ladtanakone,04:e7:95:3d:59:d0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,09:24.1,11:37.7,Infrastructure,Unknown,57,-74,Ladtanakone,04:e7:95:3d:59:d0,-77,2422,102.13214873571371,19.886439385307007
WirelessNet,a0:8c:f8:47:a1:11,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",09:29.0,11:26.7,Infrastructure,Unknown,40,-79,WirelessNet,a0:8c:f8:47:a1:11,-88,2462,102.13214873571371,19.886439385307007
Rattanakon,24:43:e2:92:7f:98,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",09:32.9,11:57.9,Infrastructure,Unknown,46,-77,Rattanakon,24:43:e2:92:7f:98,-79,2427,102.13257027397673,19.88611124551504
UNITEL_OPERA PREMIE2,40:ee:15:96:2c:a8,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",09:35.7,11:37.7,Infrastructure,Unknown,33,-82,UNITEL_OPERA PREMIE2,40:ee:15:96:2c:a8,-70,2412,102.13214873571371,19.886439385307007
Ladtanakone,04:e7:95:3d:59:d4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,149,0,0,"6,9,12,18,24,36,48,54",,09:35.7,11:31.1,Infrastructure,Unknown,33,-82,Ladtanakone,04:e7:95:3d:59:d4,-80,5745,102.13214873571371,19.886439385307007
Villa Chitchareune 4,48:0e:ec:65:f3:63,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",09:54.4,13:07.4,Infrastructure,Unknown,31,-83,Villa Chitchareune 4,48:0e:ec:65:f3:63,-85,2462,102.13326319684867,19.88549290216991
Wireless_aman,34:60:f9:15:33:7a,TP-Link Corporation Limited,0,WPA2-Personal,CCMP,802.11n,4,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",10:01.7,12:43.9,Infrastructure,Unknown,57,-74,Wireless_aman,34:60:f9:15:33:7a,-85,2427,102.13257027397673,19.88611124551504
LuangprabangInn,14:4d:67:53:95:28,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",10:17.1,13:27.6,Infrastructure,Unknown,84,-57,LuangprabangInn,14:4d:67:53:95:28,-79,2412,102.13296160796924,19.885750361903884
Namfon DPS,f6:aa:ea:90:36:93,Unknown,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",10:19.1,12:38.6,Infrastructure,Unknown,40,-79,Namfon DPS,f6:aa:ea:90:36:93,-85,2462,102.13296160796924,19.885750361903884
LUANGPRABANG INN HOTEL,18:cf:24:ee:88:a0,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,7,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,10:25.5,13:17.4,Infrastructure,Unknown,65,-71,LUANGPRABANG INN HOTEL,18:cf:24:ee:88:a0,-81,2442,102.13326319684867,19.88549290216991
Aman,74:9e:75:5d:a6:f3,"Aruba, a Hewlett Packard Enterprise Company",0,Open,,802.11ac,100,0,0,"6,9,12,18,24,36,48,54",,10:38.8,13:07.4,Infrastructure,Unknown,31,-83,Aman,74:9e:75:5d:a6:f3,-85,5500,102.13326319684867,19.88549290216991
LUANGPRABANG INN HOTEL,18:cf:24:ee:88:a4,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11ac,36,0,0,"6,9,12,18,24,36,48,54",,10:45.9,13:23.8,Infrastructure,Unknown,40,-79,LUANGPRABANG INN HOTEL,18:cf:24:ee:88:a4,-83,5180,102.13326319684867,19.88549290216991
ICT/PW=ict0711169,90:8d:78:71:f9:e4,D-Link International,0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",10:54.0,12:50.7,Infrastructure,Unknown,31,-83,ICT/PW=ict0711169,90:8d:78:71:f9:e4,-82,2417,102.13296160796924,19.885750361903884
TPGuest_F363,4a:0e:ec:55:f3:63,Unknown,0,Open,,802.11n,11,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",10:54.0,13:34.2,Infrastructure,Unknown,50,-76,TPGuest_F363,4a:0e:ec:55:f3:63,-85,2462,102.13326319684867,19.88549290216991
UNITEL_Doremon,9c:65:ee:3f:57:7f,DZS Inc.,0,WPA2-Personal,CCMP,802.11n,3,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",11:01.6,13:34.2,Infrastructure,Unknown,81,-63,UNITEL_Doremon,9c:65:ee:3f:57:7f,-75,2422,102.13319576539624,19.885160177422318
LuangPrabang Inn1,72:85:c4:80:9a:40,Unknown,0,WPA2-Personal,CCMP,802.11ac,12,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",11:11.8,13:27.6,Infrastructure,Unknown,62,-72,LuangPrabang Inn1,72:85:c4:80:9a:40,-73,2467,102.13326319684867,19.88549290216991
LAKANGTHONG,24:43:e2:93:25:f0,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",11:19.1,14:10.1,Infrastructure,Unknown,84,-57,LAKANGTHONG,24:43:e2:93:25:f0,-60,2417,102.1329478438071,19.88474550716212
NamFon,b0:8b:92:75:19:3a,zte corporation,0,WPA2-Personal,CCMP,802.11n,8,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",11:20.8,14:37.0,Infrastructure,Unknown,87,-52,NamFon,b0:8b:92:75:19:3a,-82,2447,102.1326848813306,19.88449482251088
Villa Chitchareune 3,48:0e:ec:65:f2:ea,"TP-LINK TECHNOLOGIES CO.,LTD.",0,WPA2-Personal,CCMP,802.11ac,153,0,0,"6,9,12,18,24,36,48,54",,11:25.1,13:27.6,Infrastructure,Unknown,67,-70,Villa Chitchareune 3,48:0e:ec:65:f2:ea,-81,5765,102.13319576539624,19.885160177422318
LEGEND 202,78:44:76:dd:90:54,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",11:31.1,13:54.7,Infrastructure,Unknown,80,-64,LEGEND 202,78:44:76:dd:90:54,-74,2462,102.13319576539624,19.885160177422318
T -2,0c:b6:d2:25:0b:49,D-Link International,0,WPA2-Personal,CCMP,802.11n,10,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",11:31.1,13:27.6,Infrastructure,Unknown,31,-83,T -2,0c:b6:d2:25:0b:49,-82,2457,102.13319576539624,19.885160177422318
LPB LEGEND,f4:28:54:02:89:3c,Unknown,0,WPA2-Personal,CCMP,802.11ac,1,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",11:37.7,14:17.6,Infrastructure,Unknown,80,-65,LPB LEGEND,f4:28:54:02:89:3c,-63,2412,102.13319576539624,19.885160177422318
Mimy,ec:c0:1b:98:ba:70,"HUAWEI TECHNOLOGIES CO.,LTD",0,WPA2-Personal,CCMP,802.11n,6,0,0,"1,2,5.5,6,9,11,12,18,24,36,48,54",,11:37.7,13:34.2,Infrastructure,Unknown,85,-56,Mimy,ec:c0:1b:98:ba:70,-84,2437,102.13319576539624,19.885160177422318
LAKANGTHONG,24:43:e2:93:25:f1,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11ac,153,0,0,"6,9,12,18,24,36,48,54",,11:50.8,14:06.4,Infrastructure,Unknown,80,-64,LAKANGTHONG,24:43:e2:93:25:f1,-56,5765,102.1329478438071,19.88474550716212
LAKANGTHONG,24:43:e2:91:94:c8,DASAN Network Solutions,0,WPA2-Personal,CCMP,802.11n,2,0,0,"1,2,5.5,11","9,18,36,54,6,12,24,48",11:53.7,14:34.0,Infrastructure,Unknown,40,-79,LAKANGTHONG,24:43:e2:91:94:c8,-82,2417,102.1326848813306,19.88449482251088
LEGEND 203,78:44:76:dd:a6:fc,Zioncom Electronics (Shenzhen) Ltd.,0,WPA2-Personal,CCMP,802.11n,11,0,0,"1,2,5.5,11","6,9,12,18,24,36,48,54",11:53.7,13:54.7,Infrastructure,Unknown,62,-72,LEGEND 203,78:44:76:dd:a6:fc,-92,2462,102.13319576539624,19.885160177422318
